	sentence	tag
2147	I did all the work.	0
2148	The boy came back.	0
2149	She swindled him.	0
2150	Yesterday was cloudy.	0
2151	I imagined that.	0
2152	He won everything.	0
2153	She won everything.	0
2154	I had a bad stomachache.	0
2155	You ruined everything.	0
2156	I talked to her.	0
2157	She seemed uninterested.	0
2158	Tom opened the safe.	0
2159	He didn't confirm.	0
2160	It was ironic.	0
2161	Tom finished second.	0
2162	Tom underwent surgery.	0
2163	Tom participated in the Boston marathon.	0
2164	The walls were covered with graffiti.	0
2165	It was excruciating.	0
2166	I was furious.	0
2167	Tom was beaten and robbed.	0
2168	It never happened.	0
2169	Tom chickened out.	0
2170	Tom looked petrified.	0
2171	Tom blacked out.	0
2172	Tom woke up with a headache.	0
2173	Tom got suspended.	0
2174	This never happened.	0
2175	Tom did what he was told.	0
2176	He bought a car.	0
2177	The boy was silent.	0
2178	He was bewildered.	0
2179	He was perplexed.	0
2180	He sat in the chair.	0
2181	I made supper.	0
2182	I felt isolated.	0
2183	We got lost.	0
2184	Tom saw a ghost.	0
2185	Tom was badly beaten up.	0
2186	It was mesmerizing.	0
2187	I came yesterday.	0
2188	He deserved it.	0
2189	The door creaked.	0
2190	Tom was attacked by a shark.	0
2191	This was too much for Tom.	0
2192	Tom was impressed with what he saw.	0
2193	I didn't ask Tom to go there.	0
2194	When did Tom come?	0
2195	It was my mistake.	0
2196	Did you call Tom?	0
2197	Tom ate alone.	0
2198	Tom started the fire.	0
2199	Today, I had a lot of troubles.	0
2200	Tom was left for dead.	0
2201	She didn't answer.	0
2202	The professor grinned.	0
2203	How did you manage to do that?	0
2204	Tom was plastered.	0
2205	Tom fell off the diving board.	0
2206	Tom guessed right.	0
2207	Tom guessed wrong.	0
2208	Tom wasn't strong enough.	0
2209	Tom failed horribly.	0
2210	Tom went to a boarding school.	0
2211	He loved her.	0
2212	Tom bounced back.	0
2213	Tom went to West Point.	0
2214	The doorknob broke.	0
2215	It was preventable.	0
2216	She had twins.	0
2217	The meat spoiled.	0
2218	It never existed.	0
2219	He never existed.	0
2220	Tom walked alone.	0
2221	Tom slept outside.	0
2222	Tom got creamed.	0
2223	Tom was not amused.	0
2224	Tom was evasive.	0
2225	Tom became editor-in-chief.	0
2226	He lost his temper.	0
2227	Tom looked puzzled.	0
2228	Tom was elected in 2010.	0
2229	Tom was indignant.	0
2230	Tom ran away.	0
2231	Tom was covered with sweat.	0
2232	Tom was turned down.	0
2233	Tom went to the YMCA.	0
2234	Tom followed Mary.	0
2235	Galileo dropped two balls from the Tower of Pisa.	0
2236	Tom really dropped the ball on this one.	0
2237	Bogdan Tanevich resigned because of colon cancer.	0
2238	They didn't listen.	0
2239	Mother decided otherwise.	0
2240	She liked it.	0
2241	Tom was shot three times.	0
2242	Tom felt lucky.	0
2243	Tom was at a loss for words.	0
2244	Mom baked a cake for my birthday.	0
2245	We continued chatting.	0
2246	Christ taught forgiveness.	0
2247	Tom did not cry.	0
2248	Why did you do it?	0
2249	What did they say?	0
2250	We were friends.	0
2251	We met at summer camp.	0
2252	We found it here.	0
2253	Tom was kicked off the team.	0
2254	Tom called me.	0
2255	That was unexpected.	0
2256	It turned out well.	0
2257	Did you like it?	0
2258	Tom had appendicitis.	0
2259	Tom was pulled over.	0
2260	Applause broke out.	0
2261	I met my friends yesterday.	0
2262	They failed the exam.	0
2263	Tom dyed his hair black.	0
2264	He read the book yesterday.	0
2265	Tom said nothing.	0
2266	I made this chair.	0
2267	I knew that.	0
2268	I waited for her for one hour.	0
2269	Tom abandoned them.	0
2270	We traveled together.	0
2271	Tom worked day and night.	0
2272	Tom was livid.	0
2273	His hopes faded.	0
2274	Tom vomited blood.	0
2275	That looked bad.	0
2276	They traveled together.	0
2277	I was astonished.	0
2278	The Van Horn family was wealthy.	0
2279	The Van Horn family was prosperous.	0
2280	We were outnumbered.	0
2281	Tom went berserk.	0
2282	They saved us.	0
2283	Tom was spot on.	0
2284	I saw a cat on the roof.	0
2285	He touched me.	0
2286	It was horrendous.	0
2287	Tom went to a Catholic high school.	0
2288	You promised me.	0
2289	Tom was completely confused.	0
2290	Did you see that?	0
2291	Tom went to the massage parlor.	0
2292	I was naive.	0
2293	He was naive.	0
2294	She was naive.	0
2295	They were naive.	0
2296	I was dizzy.	0
2297	She liked that.	0
2298	He liked that.	0
2299	I didn't expect this question.	0
2300	It was handcrafted.	0
2301	The check bounced.	0
2302	They found out.	0
2303	They trusted you.	0
2304	He trusted you.	0
2305	She trusted you.	0
2306	He went ballistic.	0
2307	The radar broke.	0
2308	He got away.	0
2309	It sounded easy.	0
2310	She deserved it.	0
2311	You deserved it.	0
2312	I deserved it.	0
2313	They deserved it.	0
2314	You were perfect.	0
2315	He was perfect.	0
2316	She was perfect.	0
2317	The girls won.	0
2318	I said enough.	0
2319	Emma is cross-eyed.	0
2320	He clearly lied.	0
2321	He lost everything.	0
2322	They lost everything.	0
2323	The tactic worked.	0
2324	I already apologized.	0
2325	That was stupid.	0
2326	Everyone was stunned.	0
2327	He was stunned.	0
2328	He was stoned.	0
2329	He was wrong.	0
2330	They spoke briefly.	0
2331	We spoke briefly.	0
2332	Changes came quickly.	0
2333	It was very hard.	0
2334	Laurie ate the salad.	0
2335	He ran away from her.	0
2336	He sounded disappointed.	0
2337	They walked upstairs.	0
2338	I rescued you.	0
2339	I loved you.	0
2340	Betty murdered him.	0
2341	He was impressed.	0
2342	We got separated.	0
2343	It wasn't me.	0
2344	He was right to keep silent.	0
2345	How many oranges did Tom eat?	0
2346	In 1642, Abel Tasman became the first European to see Tasmania.	0
2347	Tom ate something.	0
2348	How did Tom die?	0
2349	Did you ask Tom?	0
2350	I didn't say that.	0
2351	Tom was in a big hurry.	0
2352	What did you find?	0
2353	Who gave you this?	0
2354	Tom looked surprised.	0
2355	Tom looked horrified.	0
2356	Tom beat me up.	0
2357	Tom and Mary sat down to eat.	0
2358	I asked Tom.	0
2359	We were too late.	0
2360	We made it.	0
2361	That was so cool.	0
2362	That was great.	0
2363	That was amazing.	0
2364	That took guts.	0
2365	It was superb.	0
2366	I locked the door.	0
2367	I didn't break it.	0
2368	I believed you.	0
2369	Did you drop it?	0
2370	God created mankind.	0
2371	Tom named his dog Cookie.	0
2372	All Tom ate was bananas.	0
2373	Tom ate his fill.	0
2374	He was unimpressed.	0
2375	They were unimpressed.	0
2376	Tom's room was very small.	0
2377	He tricked me.	0
2378	We both laughed.	0
2379	They both laughed.	0
2380	I trusted you.	0
2381	You said nothing.	0
2382	Tom went ballistic.	0
2383	Tom was very brave.	0
2384	Tom was the only one hurt.	0
2385	Tom was severely beaten.	0
2386	Tom was right.	0
2387	Tom was my hero.	0
2388	Tom was my best friend when I was a kid.	0
2389	Tom was married back then.	0
2390	Tom was incredible.	0
2391	Tom was in a wheelchair.	0
2392	Tom was here before I was.	0
2393	Tom was here a minute ago.	0
2394	Tom was happy selling shoes.	0
2395	Tom was depressed.	0
2396	Tom was a fussy baby.	0
2397	Tom walked through the door.	0
2398	Tom unlocked the front gate.	0
2399	Tom turned pale.	0
2400	Tom turned around.	0
2401	Tom spoke to Mary.	0
2402	Tom shook his head.	0
2403	Tom shivered uncontrollably.	0
2404	Tom shifted gears.	0
2405	Tom seemed nice.	0
2406	Tom seemed lost.	0
2407	Tom saw the video.	0
2408	Tom said that he was lonely.	0
2409	Tom said Mary was dishonest.	0
2410	Tom rolled up his sleeves.	0
2411	Tom ripped me off.	0
2412	Tom responded instantly.	0
2413	Tom realized he was alone.	0
2414	Tom passed out.	0
2415	Tom ordered pizza.	0
2416	Tom looked relieved.	0
2417	Tom looked great.	0
2418	Tom lied to you.	0
2419	Tom let me in.	0
2420	Tom left a note.	0
2421	Tom knew I was coming.	0
2422	Tom just disappeared.	0
2423	Tom helped a lot.	0
2424	Tom handed Mary some money.	0
2425	Tom had no choice.	0
2426	Tom grabbed his coat.	0
2427	Tom ducked down.	0
2428	Tom died alone.	0
2429	Tom didn't seem to be disappointed.	0
2430	Tom didn't see it.	0
2431	Tom didn't kill Mary.	0
2432	Tom cut school.	0
2433	Tom cracked up.	0
2434	Tom came to help.	0
2435	Tom bumped into Mary.	0
2436	Tom broke my nose.	0
2437	Tom bought Mary a present.	0
2438	Tom backed away.	0
2439	Tom asked me out.	0
2440	She fell asleep.	0
2441	He looked pleased.	0
2442	Tom seemed quite surprised when he heard that Mary and John had gotten married.	0
2443	Tom said he wasn't interested in Mary, but he seemed to always be looking towards the side of the room where she was.	0
2444	Tom went to buy another pair of shoes.	0
2445	Tom's cellphone rang.	0
2446	Things escalated quickly.	0
2447	Darwin changed everything.	0
2448	We spent the afternoon eating grapes.	0
2449	I found something.	0
2450	Tom looked angry.	0
2451	Tom looked tired.	0
2452	Tom looked upset.	0
2453	Tom sounded angry.	0
2454	Tom sounded happy.	0
2455	Tom sounded upset.	0
2456	Tom waited an hour in the hallway outside Mary's apartment.	0
2457	Tom was eager to see Mary.	0
2458	He denied it.	0
2459	I went shopping.	0
2460	Tom wasn't the only victim.	0
2461	How long was Tom here?	0
2462	Did you warn Tom?	0
2463	Did you try it?	0
2464	Did you tell Tom?	0
2465	Did you see Tom?	0
2466	Did you know Tom?	0
2467	Did you kill Tom?	0
2468	Did you hear it?	0
2469	Did you have fun?	0
2470	Did you get it?	0
2471	Did you find Tom?	0
2472	Did you do this?	0
2473	Did you arrest Tom?	0
2474	Did Tom see you?	0
2475	Did Tom say why?	0
2476	Did Tom get hurt?	0
2477	Did Tom do that?	0
2478	Did they say why?	0
2479	Did they say how?	0
2480	Did I write that?	0
2481	Did I miss much?	0
2482	Did I do that?	0
2483	Whose idea was that?	0
2484	Who else was there?	0
2485	Which one was Tom?	0
2486	What was Tom's plan?	0
2487	What did Tom want?	0
2488	What did Tom know?	0
2489	Was Tom alone?	0
2490	I already did that.	0
2491	I already told Tom.	0
2492	I called ahead.	0
2493	I checked it twice.	0
2494	I did you a favor.	0
2495	I didn't do it.	0
2496	I didn't kill Tom.	0
2497	I didn't touch Tom.	0
2498	I didn't want milk.	0
2499	I donated blood this afternoon.	0
2500	I felt responsible.	0
2501	I found your diary.	0
2502	I got into trouble.	0
2503	I had a vision.	0
2504	I heard a noise.	0
2505	I heard that Tom crashed the party.	0
2506	I heard voices.	0
2507	I just found it.	0
2508	I just met him.	0
2509	I knew your father.	0
2510	I left you a message.	0
2511	I liked that movie.	0
2512	I liked your story.	0
2513	I lost an earring.	0
2514	I lost track of time.	0
2515	I made that one.	0
2516	I never saw you.	0
2517	I never touched it.	0
2518	I said get out.	0
2519	I said stay back.	0
2520	I saved your life.	0
2521	I saw everything.	0
2522	I saw Tom today.	0
2523	I saw Tom tonight.	0
2524	I saw what Tom did.	0
2525	I saw what you did.	0
2526	I sent Tom away.	0
2527	I sent Tom home.	0
2528	I talked to Tom.	0
2529	I thought you quit.	0
2530	I told Tom the truth.	0
2531	I wanted to say no.	0
2532	I was engaged once.	0
2533	I was half asleep.	0
2534	I was in a hurry.	0
2535	I was in all day.	0
2536	I was in the area.	0
2537	I was on the list.	0
2538	I was up all night.	0
2539	I was worried.	0
2540	I was your age once.	0
2541	I wasn't nervous.	0
2542	I wasn't ready.	0
2543	I went to see Tom.	0
2544	He told everyone.	0
2545	Tom seemed to be worried about Mary.	0
2546	It went viral.	0
2547	We won this time.	0
2548	We were worried.	0
2549	We shook on it.	0
2550	We just moved in.	0
2551	We heard a noise.	0
2552	We had no secrets.	0
2553	We had a blast.	0
2554	We got married.	0
2555	We both saw you.	0
2556	His hair was long last year.	0
2557	You stole my idea.	0
2558	You startled us.	0
2559	You betrayed me.	0
2560	It didn't work.	0
2561	It was a gift.	0
2562	It was an accident.	0
2563	It was perfect.	0
2564	It was so beautiful.	0
2565	It was Tom's idea.	0
2566	It was worth a try.	0
2567	It was worth it.	0
2568	It wasn't very good.	0
2569	That didn't work.	0
2570	That was easy.	0
2571	That was mean.	0
2572	That was very good.	0
2573	That wasn't funny.	0
2574	That wasn't so hard.	0
2575	What Tom did was awful.	0
2576	They ruined it.	0
2577	They deported Tom.	0
2578	The room was quiet.	0
2579	Last night was fun.	0
2580	His first name was Tom.	0
2581	Everything was lost.	0
2582	He exhaled loudly.	0
2583	He found it.	0
2584	I found it.	0
2585	They found it.	0
2586	He pressured me.	0
2587	She agreed with my idea.	0
2588	He pushed her away.	0
2589	It felt good.	0
2590	He studied hard.	0
2591	We nearly starved.	0
2592	We left together.	0
2593	That was different.	0
2594	Everyone noticed that.	0
2595	Everyone noticed her.	0
2596	I heard everything.	0
2597	You were fantastic.	0
2598	He kissed her.	0
2599	Tom was an orphan.	0
2600	It took less than five minutes.	0
2601	His eyes widened.	0
2602	He refused to pay.	0
2603	He let Tom go.	0
2604	She met her uncle.	0
2605	The milkman died.	0
2606	Millions of people lost all their savings.	0
2607	I was anxious.	0
2608	Your brother wasn't at school today.	0
2609	I told you so.	0
2610	We only kissed.	0
2611	He didn't protest.	0
2612	The telephone rang.	0
2613	Tom bit his lip.	0
2614	Tom grabbed Mary's hand.	0
2615	Tom hurt his knee.	0
2616	I thought a lot about you this past month.	0
2617	I thought something was odd.	0
2618	I thought the game was over.	0
2619	I thought this was mine.	0
2620	I thought Tom was a farmer.	0
2621	I thought Tom was a jerk.	0
2622	I thought Tom was coming.	0
2623	I thought Tom was dead.	0
2624	I thought Tom was different.	0
2625	I thought Tom was guilty.	0
2626	I thought Tom was in Boston.	0
2627	I thought Tom was in danger.	0
2628	I thought Tom was lost.	0
2629	I thought Tom was married.	0
2630	I thought Tom was nice.	0
2631	I thought Tom was with Mary.	0
2632	I thought Tom was with you.	0
2633	I thought your shift ended a couple of hours ago.	0
2634	We drank a lot.	0
2635	I motivated you.	0
2636	It almost worked.	0
2637	They enjoyed themselves.	0
2638	It actually wasn't that bad.	0
2639	Tom wasn't actually there.	0
2640	Something wasn't right.	0
2641	I felt sick.	0
2642	It was very funny.	0
2643	It was really funny.	0
2644	It was rather funny.	0
2645	It was fairly funny.	0
2646	It was almost funny.	0
2647	I fed the dog.	0
2648	My dog bit Tom.	0
2649	Did Tom hit you?	0
2650	Did you enjoy that?	0
2651	Did you enjoy the movie?	0
2652	Last year, Tom had a pretty good job.	0
2653	We heard Tom was in trouble.	0
2654	Tom was in trouble.	0
2655	Tom knew he was in trouble.	0
2656	Nobody suspected anything.	0
2657	Tom went fishing.	0
2658	He felt a little guilty.	0
2659	He outsmarted me.	0
2660	He agreed with me.	0
2661	She breathed deeply.	0
2662	He obviously lied.	0
2663	We tried our best.	0
2664	I wanted this.	0
2665	We wanted Tom.	0
2666	We wanted you.	0
2667	I wanted to die.	0
2668	I wanted to pay.	0
2669	Tom wanted Mary.	0
2670	Tom wanted more.	0
2671	Tom wanted this.	0
2672	Tom wanted a job.	0
2673	Tom wanted money.	0
2674	I wanted to fight.	0
2675	Tom wanted to die.	0
2676	We wanted to wait.	0
2677	I didn't want this.	0
2678	I wanted to see you.	0
2679	Tom didn't seem to want that.	0
2680	My class was canceled.	0
2681	He said nothing.	0
2682	I said nothing.	0
2683	I didn't want to seem pushy.	0
2684	I daydreamed all day.	0
2685	He dumped me.	0
2686	What the hell was that?!	0
2687	Tom and Mary didn't seem to understand what John wanted them to do.	0
2688	I wanted to discuss this with you yesterday, but you didn't seem to want to listen.	0
2689	I was happy.	0
2690	Was Tom happy?	0
2691	We were happy.	0
2692	I was so happy.	0
2693	Tom died happy.	0
2694	You were happy.	0
2695	Tom seemed happy.	0
2696	Tom was so happy.	0
2697	Tom wasn't happy.	0
2698	We weren't happy.	0
2699	You were so happy.	0
2700	Did Tom seem happy?	0
2701	Tom was real happy.	0
2702	I was happy for Tom.	0
2703	Tom seemed so happy.	0
2704	Tom was never happy.	0
2705	I was happy, wasn't I?	0
2706	You seemed happy here.	0
2707	I was so happy back then.	0
2708	I was happy to do it, Tom.	0
2709	I was happy to see Tom go.	0
2710	Tom was deliriously happy.	0
2711	Tom was happy to see Mary.	0
2712	Tom seemed happy to see you.	0
2713	Tom was such a happy person.	0
2714	We spent some happy years together.	0
2715	I had a bad dream.	0
2716	It wasn't a dream.	0
2717	Tom was in my dream.	0
2718	It was just a bad dream.	0
2719	It was almost like a dream.	0
2720	It was a dream come true.	0
2721	Tom was always a dreamer.	0
2722	It was a beautiful speech.	0
2723	It was a beautiful wedding.	0
2724	I was busy.	0
2725	Tom was busy.	0
2726	We were busy.	0
2727	It was a busy day.	0
2728	It was a busy night.	0
2729	I told Tom I was busy.	0
2730	It was a busy morning.	0
2731	It was a busy afternoon.	0
2732	I was busy with the food.	0
2733	Tom was very busy with work.	0
2734	I was careful.	0
2735	But I was careful.	0
2736	I was very careful.	0
2737	Tom was so careful.	0
2738	Tom wasn't too careful.	0
2739	Mary waitressed part-time.	0
2740	Tom played shortstop.	0
2741	I knew it was unhealthy.	0
2742	Tom was in perfect health.	0
2743	Our plan failed.	0
2744	Our plan was unsuccessful.	0
2745	I heard something.	0
2746	I did something stupid.	0
2747	I knew something was up.	0
2748	Did something seem wrong?	0
2749	That was really something.	0
2750	I knew something was wrong.	0
2751	Everything worked fine.	0
2752	Tom waited more than an hour.	0
2753	I did not understand.	0
2754	No one died.	0
2755	No one cared.	0
2756	No one cheated.	0
2757	No one escaped.	0
2758	No one laughed.	0
2759	No one got hurt.	0
2760	No one asked you.	0
2761	No one was alive.	0
2762	No one was there.	0
2763	It was no one's fault.	0
2764	No one was in the car.	0
2765	No one was in the park.	0
2766	No one was in the room.	0
2767	No one but Tom was amused.	0
2768	Did anyone call me?	0
2769	Did anyone hear me?	0
2770	Did you see anyone?	0
2771	Did anyone miss me?	0
2772	Nobody hurt me.	0
2773	Nobody saw me.	0
2774	Nobody was home.	0
2775	Almost everyone was late.	0
2776	Everyone ignored Tom.	0
2777	Everybody liked Tom.	0
2778	Everyone liked Tom.	0
2779	Everyone looked unhappy.	0
2780	Everybody loved Tom.	0
2781	Everybody saw it.	0
2782	Did I hear you talking to someone?	0
2783	Somebody killed Tom.	0
2784	Somebody poisoned Tom.	0
2785	Somebody was in the house.	0
2786	He twirled his mustache.	0
2787	Tom coughed.	0
2788	They canceled.	0
2789	Everybody paid.	0
2790	It's become dark.	0
2791	It snowed yesterday.	0
2792	We forgot.	0
2793	We failed.	0
2794	Tom winked.	0
2795	Tom recovered.	0
2796	They voted.	0
2797	They crashed.	0
2798	It's deserted.	0
2799	It happened.	0
2800	I waited.	0
2801	I survived.	0
2802	I stayed.	0
2803	I recovered.	0
2804	I promised.	0
2805	He stopped smoking and started running.	0
2806	He found her irresistible.	0
2807	Tom got scared.	0
2808	The new furniture came today.	0
2809	They got the prize.	0
2810	I made a bet.	0
2811	I went to the room.	0
2812	She lit some candles in her room.	0
2813	The park was crowded.	0
2814	He pulled a coin out of his pocket.	0
2815	My grandfather died three years ago.	0
2816	The cup was empty.	0
2817	I felt dazed when I got up.	0
2818	She looked at me and laughed.	0
2819	They stayed awake all night.	0
2820	The old man wrote a letter to his son.	0
2821	He felt perfectly content.	0
2822	Somebody saw you.	0
2823	I saw somebody.	0
2824	He became a hobo.	0
2825	I know where Tom was born.	0
2826	He ran outside naked.	0
2827	She ran outside half-naked.	0
2828	She sounded mad.	0
2829	He got kicked off the team.	0
2830	He turned a blind eye.	0
2831	He left the house.	0
2832	She kissed my cheek.	0
2833	She did it slowly.	0
2834	He paid the money back.	0
2835	She didn't pay back the money.	0
2836	He was stunned by her beauty.	0
2837	He was distracted by the beautiful girl.	0
2838	He ogled a girl outside a pub.	0
2839	He sat beside her on her bed.	0
2840	She stretched out her legs.	0
2841	He laughed nervously.	0
2842	She wriggled her toes.	0
2843	She told me that I could sleep on the sofa.	0
2844	She was on the verge of tears.	0
2845	She took a sip of her drink.	0
2846	Dad went out to get postcards.	0
2847	She stole my clothes!	0
2848	I didn't have a choice.	0
2849	Tom screamed.	0
2850	Tom understood.	0
2851	He told me good things about you.	0
2852	He was great.	0
2853	He moved back with his parents.	0
2854	He left early.	0
2855	He told everybody at school.	0
2856	She told everybody at work.	0
2857	He took advantage of the opportunity.	0
2858	He kissed me passionately.	0
2859	He denied everything.	0
2860	He burned the croutons.	0
2861	She didn't say a word to me all night.	0
2862	He didn't say a word to me all day.	0
2863	He wrapped his arms around me.	0
2864	He wrapped his arms around her.	0
2865	He was hurt and angry.	0
2866	He was my best friend in high school.	0
2867	He showed me the ropes.	0
2868	She looked him straight in the eyes.	0
2869	The door was wide open.	0
2870	He just texted me.	0
2871	He just texted me. I think he's drunk again.	0
2872	He made no reply.	0
2873	She passed out on the floor.	0
2874	I screamed at the top of my lungs.	0
2875	Tom accelerated.	0
2876	Tom applauded.	0
2877	Who ate?	0
2878	Tom ate.	0
2879	Tom came.	0
2880	Who came?	0
2881	Tom canceled.	0
2882	Who canceled?	0
2883	Tom cared.	0
2884	Tom changed.	0
2885	Who cheated?	0
2886	Who cheered?	0
2887	Tom cheered.	0
2888	Who contributed?	0
2889	Tom contributed.	0
2890	Tom crashed.	0
2891	Tom decided.	0
2892	Who disagreed?	0
2893	Tom disagreed.	0
2894	Who escaped?	0
2895	Tom exaggerated.	0
2896	Tom exercised.	0
2897	Who fell?	0
2898	Tom fell.	0
2899	Tom improvised.	0
2900	Who intervened?	0
2901	Tom intervened.	0
2902	Tom knew.	0
2903	Who listened?	0
2904	Tom misunderstood.	0
2905	Tom noticed.	0
2906	Tom obeyed.	0
2907	Who panicked?	0
2908	Tom panicked.	0
2909	Who phoned?	0
2910	Tom phoned.	0
2911	Tom prayed.	0
2912	Tom prepaid.	0
2913	Tom promised.	0
2914	Who ran?	0
2915	Tom ran.	0
2916	Tom refused.	0
2917	Tom relaxed.	0
2918	Tom relented.	0
2919	Tom remembered.	0
2920	Who rescheduled?	0
2921	Tom rescheduled.	0
2922	Who resigned?	0
2923	Tom resigned.	0
2924	Who responded?	0
2925	Mary shrieked.	0
2926	Who spoke?	0
2927	Tom spoke.	0
2928	Tom squinted.	0
2929	Who stayed?	0
2930	Tom stayed.	0
2931	Who stood?	0
2932	Tom stood.	0
2933	Who stopped?	0
2934	Tom stopped.	0
2935	Tom struggled.	0
2936	Who succeeded?	0
2937	Tom succeeded.	0
2938	Who surrendered?	0
2939	Tom surrendered.	0
2940	Who survived?	0
2941	Tom survived.	0
2942	Who swam?	0
2943	Tom swam.	0
2944	Tom sweated.	0
2945	Tom sympathized.	0
2946	Who talked?	0
2947	Tom talked.	0
2948	Tom tried.	0
2949	Tom tripped.	0
2950	Who vanished?	0
2951	Tom vanished.	0
2952	Who volunteered?	0
2953	Tom voted.	0
2954	Tom will walk.	0
2955	Tom walked.	0
2956	Tom worked.	0
2957	Tom yelled.	0
2958	He lifted her in the air.	0
2959	He laughed at me.	0
2960	I was alone.	0
2961	I wasn't alone.	0
2962	Were you alone?	0
2963	Did Tom go alone?	0
2964	Was he home alone?	0
2965	They left me alone.	0
2966	Tom didn't go alone.	0
2967	I didn't do it alone.	0
2968	Tom didn't die alone.	0
2969	I said leave it alone.	0
2970	I was alone, studying.	0
2971	Tom didn't work alone.	0
2972	Was Tom working alone?	0
2973	Tom and Mary left alone.	0
2974	I didn't come here alone.	0
2975	I had to face this alone.	0
2976	We assumed Tom was alone.	0
2977	Tom insisted I come alone.	0
2978	Tom sat alone by the fire.	0
2979	Tom sat alone in the room.	0
2980	Tom was alone in his cell.	0
2981	Tom was alone in the room.	0
2982	We should leave Tom alone.	0
2983	I tried to raise Tom alone.	0
2984	I was alone in my quarters.	0
2985	Tom sat alone on the couch.	0
2986	Why did you leave Tom alone?	0
2987	I said I was alone, didn't I?	0
2988	I told you to leave us alone.	0
2989	Tom danced alone on the deck.	0
2990	Tom lived alone with his dog.	0
2991	Tom realized he wasn't alone.	0
2992	Tom was alone in the kitchen.	0
2993	I promised to leave Tom alone.	0
2994	I told you to leave Tom alone.	0
2995	Tom left Mary alone with John.	0
2996	You promised to leave me alone.	0
2997	I asked you to leave Tom alone.	0
2998	Tom saw Mary return home alone.	0
2999	Tom walked down the hall alone.	0
3000	We found Tom alone at the camp.	0
3001	I warned you to leave Tom alone.	0
3002	Tom just wants to be left alone.	0
3003	Tom sat alone at a corner table.	0
3004	Tom was alone on an empty beach.	0
3005	Tom insisted that he acted alone.	0
3006	Tom sat alone at the kitchen table.	0
3007	Tom and Mary were alone in the room.	0
3008	Tom didn't trust Mary to work alone.	0
3009	Tom spent all day alone in his room.	0
3010	I gave orders I was to be left alone.	0
3011	I kind of expected you to come alone.	0
3012	Tom saw Mary sitting alone at her desk.	0
3013	Tom suddenly realized he wasn't alone.	0
3014	Tom was in the kitchen drinking alone.	0
3015	Tom left, leaving Mary alone with John.	0
3016	Tom spent the night alone in the woods.	0
3017	Tom left Mary and John alone momentarily.	0
3018	Tom departed, leaving Mary and John alone.	0
3019	Tom sat alone in the otherwise empty room.	0
3020	I wanted to let you know you weren't alone.	0
3021	Tom sat alone on the porch smoking a cigar.	0
3022	Tom was alone when Mary and John walked in.	0
3023	I got the impression Tom wanted to be alone.	0
3024	Tom and Mary walked out, leaving John alone.	0
3025	Tom hacked his way through the jungle alone.	0
3026	I finally found a place where we can be alone.	0
3027	Tom made the mistake of trying to do it alone.	0
3028	Tom got up and walked away, leaving Mary alone.	0
3029	Tom sat alone with a half-empty bottle of wine.	0
3030	Tom sat alone in his room, waiting by the phone.	0
3031	Tom and Mary suddenly realized they weren't alone.	0
3032	Tom noticed that he and Mary were finally alone together.	0
3033	Tom and Mary were alone in the hall, talking to each other.	0
3034	I just sat there trying not to think about how alone I felt.	0
3035	The kidnapper told me he'd kill Tom if I didn't show up alone.	0
3036	She fell in love with a younger man.	0
3037	He lost both his girlfriend and his job.	0
3038	He nearly got away with it.	0
3039	He tried to impress her.	0
3040	She made a scene.	0
3041	She made a scene about it.	0
3042	Tom got mad at me for not listening to him.	0
3043	Tom got mad at Mary because she was late.	0
3044	He was not happy about it.	0
3045	He seemed to like that.	0
3046	She gave me her phone number.	0
3047	He gave me his phone number.	0
3048	He was too stunned to talk.	0
3049	He made no effort to apologize.	0
3050	Tom told me that he thinks Mary is cute.	0
3051	Did you watch this evening's news?	0
3052	He grinned from ear to ear.	0
3053	He stole my heart.	0
3054	He married his high school sweetheart.	0
3055	He tore his ligament.	0
3056	Your plan worked.	0
3057	He was intrigued.	0
3058	She had tears in her eyes.	0
3059	She was alone on Valentine's Day.	0
3060	She met the man of her dreams.	0
3061	He slipped out the back door.	0
3062	He gave her a foot massage.	0
3063	He had no objection.	0
3064	He lay down on his back.	0
3065	I bit my tongue.	0
3066	He repaired the legs of the table.	0
3067	I baked it for you.	0
3068	The boy was tired.	0
3069	The lecture was really boring.	0
3070	Was Tom angry?	0
3071	Was Tom here?	0
3072	Was Tom hurt?	0
3073	Was Tom lost?	0
3074	Was Tom there?	0
3075	Did Tom approve?	0
3076	Did Tom confess?	0
3077	Did Tom crash?	0
3078	Did Tom cry?	0
3079	Did Tom die?	0
3080	Did Tom drown?	0
3081	Did Tom eat?	0
3082	Did Tom escape?	0
3083	Did Tom faint?	0
3084	Did Tom fall?	0
3085	Did Tom fight?	0
3086	Did Tom finish?	0
3087	Did Tom go?	0
3088	Did Tom help?	0
3089	Did Tom know?	0
3090	Did Tom laugh?	0
3091	Did Tom leave?	0
3092	Did Tom notice?	0
3093	Did Tom object?	0
3094	Did Tom pray?	0
3095	Did Tom protest?	0
3096	Did Tom respond?	0
3097	Did Tom stay?	0
3098	Did Tom succeed?	0
3099	Did Tom swim?	0
3100	Did Tom try?	0
3101	Did Tom win?	0
3102	I admired Tom.	0
3103	I believed Tom.	0
3104	I called Tom.	0
3105	I consulted Tom.	0
3106	I contacted Tom.	0
3107	I fired Tom.	0
3108	I followed Tom.	0
3109	I hated Tom.	0
3110	I heard Tom.	0
3111	I helped Tom.	0
3112	I hired Tom.	0
